BE_eV                KE_eV                counts               fix                  counts_smoothed      intensity            error                background          
40.875000            -0.065000            496.138239           496.138239           496.138239           2.312031             22.274161            0.000000            
40.870000            -0.060000            0.000000             388.338569           0.000000             0.000000             0.000000             0.000000            
40.865000            -0.055000            0.000000             384.979239           0.000000             0.000000             0.000000             0.000000            
40.860000            -0.050000            0.000000             382.826667           0.000000             0.000000             0.000000             0.000000            
40.855000            -0.045000            0.000000             384.979239           0.000000             0.000000             0.000000             0.000000            
40.850000            -0.040000            0.000000             380.535271           0.000000             0.000000             0.000000             0.000000            
40.845000            -0.035000            0.000000             382.662081           0.000000             0.000000             0.000000             0.000000            
40.840000            -0.030000            0.000000             380.698033           0.000000             0.000000             0.000000             0.000000            
40.835000            -0.025000            0.000000             380.372650           0.000000             0.000000             0.000000             0.000000            
40.830000            -0.020000            0.000000             382.005150           0.000000             0.000000             0.000000             0.000000            
40.825000            -0.015000            0.000000             380.210167           0.000000             0.000000             0.000000             0.000000            
40.820000            -0.010000            383.817163           383.817163           383.817163           1.788609             19.591252            0.000000            
40.815000            -0.005000            0.000000             381.677530           0.000000             0.000000             0.000000             0.000000            
40.810000            0.000000             769.292999           384.646500           769.292999           3.584947             27.736132            0.000000            
40.805000            0.005000             0.000000             385.980919           0.000000             0.000000             0.000000             0.000000            
40.800000            0.010000             0.000000             385.980919           0.000000             0.000000             0.000000             0.000000            
40.795000            0.015000             0.000000             390.040316           0.000000             0.000000             0.000000             0.000000            
40.790000            0.020000             0.000000             391.584690           0.000000             0.000000             0.000000             0.000000            
40.785000            0.025000             0.000000             392.447972           0.000000             0.000000             0.000000             0.000000            
40.780000            0.030000             0.000000             395.236234           0.000000             0.000000             0.000000             0.000000            
40.775000            0.035000             0.000000             400.032360           0.000000             0.000000             0.000000             0.000000            
40.770000            0.040000             0.000000             402.929833           0.000000             0.000000             0.000000             0.000000            
40.765000            0.045000             0.000000             404.394366           0.000000             0.000000             0.000000             0.000000            
40.760000            0.050000             0.000000             408.289908           0.000000             0.000000             0.000000             0.000000            
40.755000            0.055000             0.000000             411.689177           0.000000             0.000000             0.000000             0.000000            
40.750000            0.060000             0.000000             415.727230           0.000000             0.000000             0.000000             0.000000            
40.745000            0.065000             0.000000             419.647336           0.000000             0.000000             0.000000             0.000000            
40.740000            0.070000             0.000000             424.450167           0.000000             0.000000             0.000000             0.000000            
40.735000            0.075000             0.000000             426.483948           0.000000             0.000000             0.000000             0.000000            
40.730000            0.080000             0.000000             431.027603           0.000000             0.000000             0.000000             0.000000            
40.725000            0.085000             0.000000             438.243230           0.000000             0.000000             0.000000             0.000000            
40.720000            0.090000             0.000000             442.821891           0.000000             0.000000             0.000000             0.000000            
40.715000            0.095000             0.000000             444.147705           0.000000             0.000000             0.000000             0.000000            
40.710000            0.100000             0.000000             453.193483           0.000000             0.000000             0.000000             0.000000            
40.705000            0.105000             0.000000             455.979508           0.000000             0.000000             0.000000             0.000000            
40.700000            0.110000             0.000000             462.375065           0.000000             0.000000             0.000000             0.000000            
40.695000            0.115000             0.000000             465.762428           0.000000             0.000000             0.000000             0.000000            
40.690000            0.120000             0.000000             475.211959           0.000000             0.000000             0.000000             0.000000            
40.685000            0.125000             0.000000             476.739154           0.000000             0.000000             0.000000             0.000000            
40.680000            0.130000             0.000000             213.651464           0.000000             0.000000             0.000000             0.000000            
40.675000            0.135000             0.000000             123.552471           0.000000             0.000000             0.000000             0.000000            
40.670000            0.140000             0.000000             108.890629           0.000000             0.000000             0.000000             0.000000            
40.665000            0.145000             0.000000             108.784160           0.000000             0.000000             0.000000             0.000000            
40.660000            0.150000             0.000000             109.024008           0.000000             0.000000             0.000000             0.000000            
40.655000            0.155000             219.988136           109.994068           219.988136           1.025157             14.831997            0.000000            
40.650000            0.160000             0.000000             109.831194           0.000000             0.000000             0.000000             0.000000            
40.645000            0.165000             110.760577           110.760577           110.760577           0.516150             10.524285            0.000000            
40.640000            0.170000             111.009229           111.009229           111.009229           0.517309             10.536092            0.000000            
40.635000            0.175000             111.537845           111.537845           111.537845           0.519772             10.561148            0.000000            
40.630000            0.180000             0.000000             112.015102           0.000000             0.000000             0.000000             0.000000            
40.625000            0.185000             112.382828           112.382828           112.382828           0.523710             10.601077            0.000000            
40.620000            0.190000             0.000000             113.819949           0.000000             0.000000             0.000000             0.000000            
40.615000            0.195000             0.000000             113.936508           0.000000             0.000000             0.000000             0.000000            
40.610000            0.200000             0.000000             114.581874           0.000000             0.000000             0.000000             0.000000            
40.605000            0.205000             0.000000             115.864619           0.000000             0.000000             0.000000             0.000000            
40.600000            0.210000             0.000000             115.924980           0.000000             0.000000             0.000000             0.000000            
40.595000            0.215000             0.000000             117.641026           0.000000             0.000000             0.000000             0.000000            
40.590000            0.220000             0.000000             117.984093           0.000000             0.000000             0.000000             0.000000            
40.585000            0.225000             0.000000             119.248660           0.000000             0.000000             0.000000             0.000000            
40.580000            0.230000             0.000000             119.665501           0.000000             0.000000             0.000000             0.000000            
40.575000            0.235000             0.000000             121.528127           0.000000             0.000000             0.000000             0.000000            
40.570000            0.240000             0.000000             122.464502           0.000000             0.000000             0.000000             0.000000            
40.565000            0.245000             0.000000             123.006081           0.000000             0.000000             0.000000             0.000000            
40.560000            0.250000             248.623464           124.311732           248.623464           1.158599             15.767798            0.000000            
40.555000            0.255000             0.000000             125.929825           0.000000             0.000000             0.000000             0.000000            
40.550000            0.260000             0.000000             127.189483           0.000000             0.000000             0.000000             0.000000            
40.545000            0.265000             0.000000             146.779683           0.000000             0.000000             0.000000             0.000000            
40.540000            0.270000             0.000000             187.541509           0.000000             0.000000             0.000000             0.000000            
40.535000            0.275000             0.000000             426.483948           0.000000             0.000000             0.000000             0.000000            
40.530000            0.280000             0.000000             431.027603           0.000000             0.000000             0.000000             0.000000            
40.525000            0.285000             0.000000             438.243230           0.000000             0.000000             0.000000             0.000000            
40.520000            0.290000             0.000000             442.821891           0.000000             0.000000             0.000000             0.000000            
40.515000            0.295000             0.000000             444.147705           0.000000             0.000000             0.000000             0.000000            
40.510000            0.300000             0.000000             453.193483           0.000000             0.000000             0.000000             0.000000            
40.505000            0.305000             0.000000             455.979508           0.000000             0.000000             0.000000             0.000000            
40.500000            0.310000             0.000000             462.375065           0.000000             0.000000             0.000000             0.000000            
40.495000            0.315000             0.000000             465.762428           0.000000             0.000000             0.000000             0.000000            
40.490000            0.320000             475.211959           475.211959           475.211959           2.214514             21.799357            0.000000            
40.485000            0.325000             0.000000             476.739154           0.000000             0.000000             0.000000             0.000000            
40.480000            0.330000             0.000000             213.651464           0.000000             0.000000             0.000000             0.000000            
40.475000            0.335000             123.552471           123.552471           123.552471           0.575761             11.115416            0.000000            
40.470000            0.340000             0.000000             108.890629           0.000000             0.000000             0.000000             0.000000            
40.465000            0.345000             217.568321           108.784160           217.568321           1.013880             14.750197            0.000000            
40.460000            0.350000             109.024008           109.024008           109.024008           0.508058             10.441456            0.000000            
40.455000            0.355000             0.000000             109.994068           0.000000             0.000000             0.000000             0.000000            
40.450000            0.360000             0.000000             109.831194           0.000000             0.000000             0.000000             0.000000            
40.445000            0.365000             0.000000             110.760577           0.000000             0.000000             0.000000             0.000000            
40.440000            0.370000             0.000000             111.009229           0.000000             0.000000             0.000000             0.000000            
40.435000            0.375000             0.000000             111.537845           0.000000             0.000000             0.000000             0.000000            
40.430000            0.380000             112.015102           112.015102           112.015102           0.521996             10.583719            0.000000            
40.425000            0.385000             0.000000             112.382828           0.000000             0.000000             0.000000             0.000000            
40.420000            0.390000             0.000000             113.819949           0.000000             0.000000             0.000000             0.000000            
40.415000            0.395000             113.936508           113.936508           113.936508           0.530950             10.674105            0.000000            
40.410000            0.400000             0.000000             114.581874           0.000000             0.000000             0.000000             0.000000            
40.405000            0.405000             0.000000             115.864619           0.000000             0.000000             0.000000             0.000000            
40.400000            0.410000             0.000000             115.924980           0.000000             0.000000             0.000000             0.000000            
40.395000            0.415000             0.000000             117.641026           0.000000             0.000000             0.000000             0.000000            
40.390000            0.420000             0.000000             117.984093           0.000000             0.000000             0.000000             0.000000            
40.385000            0.425000             0.000000             119.248660           0.000000             0.000000             0.000000             0.000000            
40.380000            0.430000             0.000000             119.665501           0.000000             0.000000             0.000000             0.000000            
40.375000            0.435000             0.000000             121.528127           0.000000             0.000000             0.000000             0.000000            
40.370000            0.440000             0.000000             122.464502           0.000000             0.000000             0.000000             0.000000            
40.365000            0.445000             0.000000             123.006081           0.000000             0.000000             0.000000             0.000000            
40.360000            0.450000             0.000000             124.311732           0.000000             0.000000             0.000000             0.000000            
40.355000            0.455000             0.000000             125.929825           0.000000             0.000000             0.000000             0.000000            
40.350000            0.460000             0.000000             127.189483           0.000000             0.000000             0.000000             0.000000            
40.345000            0.465000             0.000000             146.779683           0.000000             0.000000             0.000000             0.000000            
40.340000            0.470000             0.000000             187.541509           0.000000             0.000000             0.000000             0.000000            
40.335000            0.475000             0.000000             426.483948           0.000000             0.000000             0.000000             0.000000            
40.330000            0.480000             0.000000             431.027603           0.000000             0.000000             0.000000             0.000000            
40.325000            0.485000             0.000000             438.243230           0.000000             0.000000             0.000000             0.000000            
40.320000            0.490000             0.000000             442.821891           0.000000             0.000000             0.000000             0.000000            
40.315000            0.495000             0.000000             444.147705           0.000000             0.000000             0.000000             0.000000            
40.310000            0.500000             0.000000             453.193483           0.000000             0.000000             0.000000             0.000000            
40.305000            0.505000             0.000000             455.979508           0.000000             0.000000             0.000000             0.000000            
40.300000            0.510000             462.375065           462.375065           462.375065           2.154693             21.502908            0.000000            
40.295000            0.515000             0.000000             465.762428           0.000000             0.000000             0.000000             0.000000            
40.290000            0.520000             0.000000             475.211959           0.000000             0.000000             0.000000             0.000000            
40.285000            0.525000             0.000000             476.739154           0.000000             0.000000             0.000000             0.000000            
40.280000            0.530000             0.000000             213.651464           0.000000             0.000000             0.000000             0.000000            
40.275000            0.535000             0.000000             123.552471           0.000000             0.000000             0.000000             0.000000            
40.270000            0.540000             0.000000             108.890629           0.000000             0.000000             0.000000             0.000000            
40.265000            0.545000             0.000000             108.784160           0.000000             0.000000             0.000000             0.000000            
40.260000            0.550000             0.000000             109.024008           0.000000             0.000000             0.000000             0.000000            
40.255000            0.555000             0.000000             109.994068           0.000000             0.000000             0.000000             0.000000            
40.250000            0.560000             109.831194           109.831194           109.831194           0.511819             10.480038            0.000000            
40.245000            0.565000             0.000000             110.760577           0.000000             0.000000             0.000000             0.000000            
40.240000            0.570000             111.009229           111.009229           111.009229           0.517309             10.536092            0.000000            
40.235000            0.575000             0.000000             111.537845           0.000000             0.000000             0.000000             0.000000            
40.230000            0.580000             0.000000             112.015102           0.000000             0.000000             0.000000             0.000000            
40.225000            0.585000             0.000000             112.382828           0.000000             0.000000             0.000000             0.000000            
40.220000            0.590000             0.000000             113.819949           0.000000             0.000000             0.000000             0.000000            
40.215000            0.595000             0.000000             113.936508           0.000000             0.000000             0.000000             0.000000            
40.210000            0.600000             0.000000             114.581874           0.000000             0.000000             0.000000             0.000000            
40.205000            0.605000             0.000000             115.864619           0.000000             0.000000             0.000000             0.000000            
40.200000            0.610000             0.000000             115.924980           0.000000             0.000000             0.000000             0.000000            
40.195000            0.615000             0.000000             117.641026           0.000000             0.000000             0.000000             0.000000            
40.190000            0.620000             0.000000             117.984093           0.000000             0.000000             0.000000             0.000000            
40.185000            0.625000             0.000000             119.248660           0.000000             0.000000             0.000000             0.000000            
40.180000            0.630000             0.000000             119.665501           0.000000             0.000000             0.000000             0.000000            
40.175000            0.635000             0.000000             121.528127           0.000000             0.000000             0.000000             0.000000            
40.170000            0.640000             122.464502           122.464502           122.464502           0.570691             11.066368            0.000000            
40.165000            0.645000             0.000000             123.006081           0.000000             0.000000             0.000000             0.000000            
40.160000            0.650000             0.000000             124.311732           0.000000             0.000000             0.000000             0.000000            
40.155000            0.655000             0.000000             125.929825           0.000000             0.000000             0.000000             0.000000            
40.150000            0.660000             0.000000             127.189483           0.000000             0.000000             0.000000             0.000000            
40.145000            0.665000             0.000000             146.779683           0.000000             0.000000             0.000000             0.000000            
40.140000            0.670000             0.000000             187.541509           0.000000             0.000000             0.000000             0.000000            
