BE_eV                KE_eV                counts               fix                  counts_smoothed      intensity            error                background          
40.875000            -0.065000            32020.214047         1778.900780          32020.214047         41.616560            178.941929           0.000000            
40.870000            -0.060000            38986.799302         1392.385689          38986.799302         50.671007            197.450752           0.000000            
40.865000            -0.055000            41410.224913         1380.340830          41410.224913         53.820725            203.495024           0.000000            
40.860000            -0.050000            27452.455914         1372.622796          27452.455914         35.679861            165.687827           0.000000            
40.855000            -0.045000            24846.134948         1380.340830          24846.134948         32.292435            157.626568           0.000000            
40.850000            -0.040000            38203.396323         1364.407012          38203.396323         49.652821            195.456891           0.000000            
40.845000            -0.035000            30184.718831         1372.032674          30184.718831         39.230974            173.737500           0.000000            
40.840000            -0.030000            36854.745937         1364.990590          36854.745937         47.899985            191.975899           0.000000            
40.835000            -0.025000            28640.302564         1363.823932          28640.302564         37.223701            169.234460           0.000000            
40.830000            -0.020000            36981.285837         1369.677253          36981.285837         48.064448            192.305189           0.000000            
40.825000            -0.015000            34081.033746         1363.241350          34081.033746         44.295001            184.610492           0.000000            
40.820000            -0.010000            30275.832687         1376.174213          30275.832687         39.349394            173.999519           0.000000            
40.815000            -0.005000            16422.030875         1368.502573          16422.030875         21.343656            128.148472           0.000000            
40.810000            0.000000             31720.399309         1379.147796          31720.399309         41.226892            178.102216           0.000000            
40.805000            0.005000             24910.782307         1383.932350          24910.782307         32.376457            157.831500           0.000000            
40.800000            0.010000             15223.255854         1383.932350          15223.255854         19.785612            123.382559           0.000000            
40.795000            0.015000             19578.822086         1398.487292          19578.822086         25.446527            139.924344           0.000000            
40.790000            0.020000             26676.468104         1404.024637          26676.468104         34.671312            163.329324           0.000000            
40.785000            0.025000             40806.477954         1407.119929          40806.477954         53.036037            202.006133           0.000000            
40.780000            0.030000             38262.165187         1417.117229          38262.165187         49.729203            195.607171           0.000000            
40.775000            0.035000             44463.724944         1434.313708          44463.724944         57.789348            210.864233           0.000000            
40.770000            0.040000             27449.349027         1444.702580          27449.349027         35.675823            165.678451           0.000000            
40.765000            0.045000             24649.212176         1449.953657          24649.212176         32.036495            157.000676           0.000000            
40.760000            0.050000             39525.869725         1463.921101          39525.869725         51.371635            198.811141           0.000000            
40.755000            0.055000             25093.855689         1476.109158          25093.855689         32.614397            158.410403           0.000000            
40.750000            0.060000             41736.452125         1490.587576          41736.452125         54.244721            204.295012           0.000000            
40.745000            0.065000             15046.430929         1504.643093          15046.430929         19.555794            122.663894           0.000000            
40.740000            0.070000             22827.954220         1521.863615          22827.954220         29.669412            151.089226           0.000000            
40.735000            0.075000             50462.138955         1529.155726          50462.138955         65.585466            224.637795           0.000000            
40.730000            0.080000             26272.598547         1545.446973          26272.598547         34.146405            162.088243           0.000000            
40.725000            0.085000             31426.371246         1571.318562          31426.371246         40.844745            177.274847           0.000000            
40.720000            0.090000             12701.882587         1587.735323          12701.882587         16.508592            112.702629           0.000000            
40.715000            0.095000             27072.313373         1592.489022          27072.313373         35.185791            164.536663           0.000000            
40.710000            0.100000             25998.761711         1624.922607          25998.761711         33.790500            161.241315           0.000000            
40.705000            0.105000             16349.118852         1634.911885          16349.118852         21.248893            127.863673           0.000000            
40.700000            0.110000             26525.489870         1657.843117          26525.489870         34.475087            162.866479           0.000000            
40.695000            0.115000             26719.815803         1669.988488          26719.815803         34.727651            163.461971           0.000000            
40.690000            0.120000             30669.655099         1703.869728          30669.655099         39.861244            175.127540           0.000000            
40.685000            0.125000             35896.254954         1709.345474          35896.254954         46.654237            189.463070           0.000000            
40.680000            0.130000             11490.691311         766.046087           11490.691311         14.934411            107.194642           0.000000            
40.675000            0.135000             13732.896724         442.996669           13732.896724         17.848598            117.187443           0.000000            
40.670000            0.140000             12103.228285         390.426719           12103.228285         15.730524            110.014673           0.000000            
40.665000            0.145000             17161.978978         390.044977           17161.978978         22.305364            131.003737           0.000000            
40.660000            0.150000             17981.627634         390.904949           17981.627634         23.370659            134.095591           0.000000            
40.655000            0.155000             18930.388532         394.383094           18930.388532         24.603760            137.587748           0.000000            
40.650000            0.160000             15751.964462         393.799112           15751.964462         20.472773            125.506830           0.000000            
40.645000            0.165000             14296.730712         397.131409           14296.730712         18.581411            119.568937           0.000000            
40.640000            0.170000             17513.009728         398.022948           17513.009728         22.761598            132.336729           0.000000            
40.635000            0.175000             13997.140351         399.918296           13997.140351         18.192034            118.309511           0.000000            
40.630000            0.180000             10843.996476         401.629499           10843.996476         14.093904            104.134511           0.000000            
40.625000            0.185000             9670.751515          402.947980           9670.751515          12.569042            98.339979            0.000000            
40.620000            0.190000             11018.720716         408.100767           11018.720716         14.320993            104.970094           0.000000            
40.615000            0.195000             15115.191500         408.518689           15115.191500         19.645162            122.943855           0.000000            
40.610000            0.200000             17665.803811         410.832647           17665.803811         22.960184            132.912768           0.000000            
40.605000            0.205000             18279.004426         415.431919           18279.004426         23.757158            135.199868           0.000000            
